county_state,sk09,sk05
"Midland, MI",0.156651242,0.662956473
"Missaukee, MI",0.079817538,-0.386595227
"Monroe, MI",-0.500538016,-0.04269626
"Montcalm, MI",-0.501283974,-0.383490044
"Montmorency, MI",0.963032158,0.283347907
"Muskegon, MI",-0.246912195,0.004657774
"Newaygo, MI",-0.1573972,-0.49450032
"Oakland, MI",-0.040281748,0.491395138
"Oceana, MI",-0.044757498,-0.58532691
"Ogemaw, MI",0.124575035,-0.45180406
"Ontonagon, MI",1.708990452,1.135720516
"Osceola, MI",0.246912195,-0.14050951
"Oscoda, MI",0.458018393,-0.307413072
"Otsego, MI",0.604226218,0.302755298
"Ottawa, MI",0.104434161,0.710310507
"Presque Isle, MI",1.475505506,0.493724025
"Roscommon, MI",0.640778175,-0.149825058
"Saginaw, MI",0.091006912,0.485184773
"St. Clair, MI",-0.379692772,-0.026394052
"St. Joseph, MI",-0.367011481,-0.263940516
"Sanilac, MI",-0.089514995,-0.205718344
"Schoolcraft, MI",0.749688086,0.310518255
"Shiawassee, MI",0.022378749,0.315952324
"Tuscola, MI",0.081309454,0.447922582
"Van Buren, MI",-0.470699684,-0.657522404
"Washtenaw, MI",0.153667409,0.315176028
"Wayne, MI",-0.675092256,-0.474316634
"Wexford, MI",0.070866038,0.143614693
"Aitkin, MN",1.705260661,0.569024701
"Anoka, MN",-0.378946814,0.443264808
"Becker, MN",1.052547153,0.96415918
"Beltrami, MN",0.315540359,0.408331505
"Benton, MN",-0.136510368,0.319057507
"Big Stone, MN",3.644752226,3.670325769
"Blue Earth, MN",0.72581742,1.337557381
"Brown, MN",1.05403907,1.873977666
"Carlton, MN",0.563944471,1.00685544
"Carver, MN",0.13128866,0.958725111
"Cass, MN",1.541149836,0.854701496
"Chippewa, MN",2.199085052,2.580406695
"Chisago, MN",0.293907568,0.277137542
"Clay, MN",0.060422622,0.681587569
"Clearwater, MN",0.993616448,1.417515832
"Cook, MN",2.67649836,1.380253641
"Cottonwood, MN",2.344546919,3.207653569
"Crow Wing, MN",0.869041413,0.824425966
"Dakota, MN",-0.047741331,0.762322315
"Dodge, MN",0.897387828,1.406647693
"Douglas, MN",1.509819588,1.798676989
"Faribault, MN",2.641438321,3.272086107
"Fillmore, MN",2.850306643,3.331084576
"Freeborn, MN",1.239036727,1.922884291
"Goodhue, MN",1.338995138,2.191482581
"Grant, MN",3.82676605,4.075552091
"Hennepin, MN",0.608701968,1.211021193
"Houston, MN",1.278572517,1.578209029
"Hubbard, MN",1.320346181,0.773966749
"Isanti, MN",0.017157041,0.617155031
"Itasca, MN",0.626604967,0.717297168
"Jackson, MN",2.625027238,2.055630845
"Kanabec, MN",0.277496486,0.440935921
"Kandiyohi, MN",1.262161434,1.466422457
"Kittson, MN",3.599994729,4.240126766
"Koochiching, MN",1.448651008,1.566564594
"Lac qui Parle, MN",2.184165886,2.845899803
"Lake, MN",2.0730181,2.030013089
"Lake of the Woods, MN",3.104678421,2.271441032
"Le Sueur, MN",0.69523313,0.930002172
"Lincoln, MN",2.807041062,3.397846
"Lyon, MN",1.15474344,1.900371718
"McLeod, MN",0.881722704,1.381806233
"Mahnomen, MN",0.316286317,-0.262387925
"Marshall, MN",3.126311212,3.820150826
"Martin, MN",1.406131385,2.481817149
"Meeker, MN",0.93170191,1.395779554
"Mille Lacs, MN",0.961540241,1.34143886
"Morrison, MN",0.763861293,1.252164861
"Mower, MN",0.692249297,1.450120249
"Murray, MN",3.77454897,3.661786517
"Nicollet, MN",4.50036639,5.767876578
"Nobles, MN",0.947367034,1.815755493
"Norman, MN",2.645168112,3.424240052
"Olmsted, MN",0.267799028,0.940094016
"Otter Tail, MN",1.680644037,1.322031469
"Pennington, MN",0.986156865,1.623234176
"Pine, MN",0.180521907,0.048130329
"Pipestone, MN",1.97678948,2.303269153
"Polk, MN",1.400909677,2.038552341
"Pope, MN",2.975627636,3.021342617
"Ramsey, MN",0.783256209,1.382582528
"Red Lake, MN",2.422126582,2.92818714
"Redwood, MN",2.090175141,2.801650952
"Renville, MN",2.408699333,2.651825894
"Rice, MN",0.133526535,0.721178646
"Rock, MN",1.998422271,2.904898271
"Roseau, MN",1.328551722,1.316597399
"St. Louis, MN",1.241274602,1.638760088
"Scott, MN",-0.320016108,0.416870757
"Sherburne, MN",-0.434893686,0.204942048
"Sibley, MN",1.486694881,2.409621655
"Stearns, MN",0.489348641,1.276230026
"Steele, MN",0.815332416,1.568117185
"Stevens, MN",2.572064199,3.027552982
"Swift, MN",1.800743323,2.064170097
"Todd, MN",0.792207709,0.68314016
"Traverse, MN",2.845084935,2.415055725
"Wabasha, MN",1.56129071,1.923660587
"Wadena, MN",1.447159091,1.917450222
"Waseca, MN",0.828759665,1.429936562
"Washington, MN",0.195441073,1.083708708
"Watonwan, MN",2.413175082,2.781467265
"Wilkin, MN",0.789969834,1.661272662
"Winona, MN",0.6295888,1.393450667
"Wright, MN",0.168586575,0.877990365
"Yellow Medicine, MN",2.237128925,2.547025983
"Adams, MS",0.246912195,-0.04269626
"Alcorn, MS",-0.77430471,-0.972698432
"Amite, MS",0.540819763,-0.174666518
"Attala, MS",-0.152175492,-0.282571612
"Benton, MS",-0.567674262,-0.673048317
"Bolivar, MS",-0.098466495,-0.48751366
"Calhoun, MS",-0.231247071,-0.376503384
"Carroll, MS",-0.158143158,-0.336136011
"Chickasaw, MS",0.041773664,-0.831412627
"Choctaw, MS",-0.656443299,-0.79337414
"Claiborne, MS",-0.154413367,-0.620260213
"Clarke, MS",-0.173808283,-0.517012894
"Clay, MS",0.290177777,-0.261611629
"Coahoma, MS",-0.724325504,-0.881871843
"Copiah, MS",-0.296145443,-1.124076081
"Covington, MS",-0.388644271,-0.733599376
"DeSoto, MS",-1.153997481,-1.233533766
"Forrest, MS",-0.694487172,-0.475869225
"Franklin, MS",0.808618791,0.476645521
"George, MS",-0.932447868,-1.252941157
"Greene, MS",-1.698547036,-1.967909438
"Grenada, MS",0.000745958,-0.258506447
"Hancock, MS",-1.051055237,-1.629444541
"Harrison, MS",-1.289761891,-1.53163129
"Hinds, MS",0.757147669,0.142062101
"Holmes, MS",-0.408039187,-0.96959325
"Humphreys, MS",0.109655869,-0.222020552
"Issaquena, MS",-1.305427015,-1.56734089
"Itawamba, MS",-0.90111762,-0.906713303
"Jackson, MS",-0.984664949,-1.201705645
"Jasper, MS",-0.421466436,-0.863240748
"Jefferson, MS",-0.816824332,-1.967133142
"Jefferson Davis, MS",0.425196228,-0.483632181
"Jones, MS",-0.364773606,-0.458790721
"Kemper, MS",-0.519186973,-1.339886268
"Lafayette, MS",-0.637794342,-1.003750258
"Lamar, MS",-0.683297798,-0.774743045
"Lauderdale, MS",-0.140240159,-0.277913838
"Lawrence, MS",0.636302425,0.242980534
"Leake, MS",-0.479651183,-0.729717898
"Lee, MS",-0.393120021,-0.76853268
"Leflore, MS",-0.679568006,-1.152022724
"Lincoln, MS",-0.161126992,-0.315176028
"Lowndes, MS",-0.023124707,-0.371069314
"Madison, MS",0.224533447,-0.059774764
"Marion, MS",0.425942186,0.127312484
"Marshall, MS",-0.654205424,-1.214126375
"Monroe, MS",-0.427434103,-0.96959325
"Montgomery, MS",0.06564433,-0.392805592
"Neshoba, MS",-0.847408622,-1.075169456
"Newton, MS",-0.302859068,-0.423857417
"Noxubee, MS",0.223787488,0.111786572
"Oktibbeha, MS",-0.563944471,-0.905160712
"Panola, MS",-0.207376406,-1.180745663
"Pearl River, MS",-1.24202056,-1.446238771
"Perry, MS",-0.461748184,-0.989776936
"Pike, MS",-0.037297915,-0.258506447
"Pontotoc, MS",-0.821300082,-1.019276171
"Prentiss, MS",-1.099542526,-0.963382885
"Quitman, MS",0.18350574,-0.973474728
"Rankin, MS",-0.725071462,-0.724283829
"Scott, MS",-0.745212336,-1.032473196
"Sharkey, MS",0.788477917,0.984342867
"Simpson, MS",-0.437877519,-0.781729706
"Smith, MS",-0.281972235,-0.830636331
"Stone, MS",-0.869787371,-1.530854995
"Sunflower, MS",-1.081639527,-1.679903757
"Tallahatchie, MS",0.408039187,-0.687021638
"Tate, MS",-0.508743557,-0.582998023
"Tippah, MS",-0.381930647,-0.656746108
"Tishomingo, MS",-1.212182228,-1.290203348
"Tunica, MS",-0.653459466,-2.602919269
"Union, MS",-0.392374063,-0.678482386
"Walthall, MS",-0.326729733,-0.89662146
"Warren, MS",-0.115623536,-0.433172965
"Washington, MS",-0.464732017,-0.96959325
"Wayne, MS",-0.531122306,-0.962606589
"Webster, MS",0.756401711,-0.063656242
"Wilkinson, MS",-0.116369494,-1.17065382
"Winston, MS",0.093990745,-0.017078504
"Yalobusha, MS",0.417736645,-0.31672862
"Yazoo, MS",-1.065228444,-1.18307455
"Adair, MO",0.499792057,0.68314016
"Andrew, MO",-0.376708939,-0.076853268
"Atchison, MO",2.80778702,2.912661228
"Audrain, MO",-0.029092373,0.480526999
"Barry, MO",-0.392374063,-0.086168816
"Barton, MO",0.268544986,0.749125289
"Bates, MO",0.405801312,0.73825715
"Benton, MO",0.53783593,-0.331478237
"Bollinger, MO",-0.64301605,-0.387371523
"Boone, MO",0.431163894,0.79337414
"Buchanan, MO",-0.172316366,0.476645521
"Butler, MO",-0.343140815,-0.488289955
"Caldwell, MO",0.049979206,0.324491576
"Callaway, MO",-0.695979089,-0.600852823
"Camden, MO",0.305842901,-0.763098611
"Cape Girardeau, MO",0.383422563,0.684692751
"Carroll, MO",0.687027589,0.783282297
"Carter, MO",-0.353584232,-0.576011362
"Cass, MO",-0.361789773,0.022512573
"Cedar, MO",0.261831361,0.293439751
"Chariton, MO",1.533690253,1.450120249
"Christian, MO",-0.525154639,-0.066761425
"Clark, MO",0.365519564,0.772414158
"Clay, MO",-0.245420279,0.160693197
"Clinton, MO",-0.111893744,0.27403236
"Cole, MO",2.209528468,2.759730987
"Cooper, MO",0.002237875,0.2313361
"Crawford, MO",-0.658681174,-0.830636331
"Dade, MO",0.759385544,1.058867248
"Dallas, MO",-0.587815136,-0.343122671
"Daviess, MO",0.121591202,-0.153706536
"De Kalb, MO",-1.456110591,-0.837622992
"Dent, MO",-0.081309454,-0.220467961
"Douglas, MO",-0.037297915,0.203389457
"Dunklin, MO",-0.210360239,-0.208047231
"Franklin, MO",-0.058930705,0.114891754
"Gasconade, MO",0.898879745,0.759993428
"Gentry, MO",2.055115101,2.213218859
"Greene, MO",-0.02610854,0.448698878
"Grundy, MO",1.168170689,1.222665627
"Harrison, MO",0.667632673,1.219560445
"Henry, MO",0.83547329,0.737480855
"Hickory, MO",0.21856578,-0.347004149
"Holt, MO",2.258015757,1.511447604
"Howard, MO",0.560214679,0.924568103
"Howell, MO",-0.461748184,-0.099365841
"Iron, MO",0.627350926,0.90904219
"Jackson, MO",-0.89664187,-0.727389011
"Jasper, MO",-0.263323278,0.086945111
"Jefferson, MO",-0.839203081,-0.642772787
"Johnson, MO",-0.76535321,-0.687021638
"Knox, MO",3.087521381,1.757533321
"Laclede, MO",-0.13128866,-0.057445877
"Lafayette, MO",0.675092256,0.837622992
"Lawrence, MO",-0.272274777,-0.090826589
"Lewis, MO",0.742228503,0.940870311
"Lincoln, MO",-0.874263121,-0.650535743
"Linn, MO",1.358390054,1.538617951
"Livingston, MO",0.604226218,1.216455262
"McDonald, MO",-1.315870431,-1.61003715
"Macon, MO",0.623621134,0.763098611
"Madison, MO",0.186489574,-0.045801443
"Maries, MO",0.119353327,0.314399733
"Marion, MO",0.466223934,0.752230472
"Mercer, MO",1.485202964,1.285545574
"Miller, MO",-0.305842901,-0.537972876
"Mississippi, MO",-0.443845185,-0.589984684
"Moniteau, MO",0.401325562,0.779400819
"Monroe, MO",0.968253866,1.023933944
"Montgomery, MO",0.671362465,0.700218664
"Morgan, MO",0.115623536,-0.72583642
"New Madrid, MO",-0.220803655,-0.526328441
"Newton, MO",-0.790715792,-0.763874906
"Nodaway, MO",-0.067882205,0.436278148
"Oregon, MO",-0.339411024,-0.349333036
"Osage, MO",0.023124707,0.165350971
"Ozark, MO",-0.032822165,-0.31672862
"Pemiscot, MO",-0.60348026,-1.107773873
"Perry, MO",-0.02610854,0.527881033
"Pettis, MO",-0.245420279,0.201836865
"Phelps, MO",0.241690487,0.288005681
"Pike, MO",0.41102302,0.594642457
"Platte, MO",0.898879745,1.382582528
"Polk, MO",-0.395357896,-0.194073909
"Pulaski, MO",-1.36883347,-1.703192626
"Putnam, MO",-0.536344014,-0.135851736
"Ralls, MO",-0.506505682,-0.290334568
"Randolph, MO",-0.258847528,-0.160693197
"Ray, MO",-0.125320993,0.273256064
"Reynolds, MO",0.85710608,0.222796848
"Ripley, MO",-0.410277062,-0.648983152
"St. Charles, MO",-0.456526476,0.044248851
"St. Clair, MO",0.590798969,0.483632181
"Ste. Genevieve, MO",0.176792116,0.200284274
"St. Francois, MO",-0.872771204,-0.78095341
"St. Louis, MO",0.408785145,0.867898521
"Saline, MO",-0.001491917,0.287229385
"Schuyler, MO",1.040611821,1.417515832
"Scotland, MO",1.142808107,1.314268512
"Scott, MO",-0.143223993,0.152153945
"Shannon, MO",-0.669870548,-0.099365841
"Shelby, MO",2.308740921,2.290848423
"Stoddard, MO",-0.121591202,0.027170347
"Stone, MO",-0.315540359,-0.587655797
"Sullivan, MO",0.927972118,0.220467961
"Taney, MO",0.139494201,0.152153945
"Texas, MO",-0.155159325,0.184758361
"Vernon, MO",-0.170078491,0.092379181
"Warren, MO",-0.160381033,-0.450251469
"Washington, MO",-1.261415476,-1.211021193
"Wayne, MO",-0.016411082,-0.399015957
"Webster, MO",-0.60795601,-0.14050951
"Worth, MO",2.269205132,2.27532251
"Wright, MO",0.147699742,0.57290618
"St. Louis city, MO",0.41102302,0.044248851
"Beaverhead, MT",1.914874942,1.514552786
"Big Horn, MT",-0.343886774,-0.87876666
"Blaine, MT",1.107002109,1.061196135
"Broadwater, MT",-1.55681496,0.673048317
"Carbon, MT",1.247242268,0.506144755
"Carter, MT",2.719763941,2.085906375
"Cascade, MT",0.117861411,0.320610098
"Chouteau, MT",2.849560685,3.591143614
"Custer, MT",0.945875117,0.808900053
"Daniels, MT",3.931200212,4.375202206
"Dawson, MT",1.934269857,2.301716562
"Deer Lodge, MT",0.949604909,0.515460303
"Fallon, MT",2.545209701,2.73256064
"Fergus, MT",1.641108248,1.694653374
"Flathead, MT",0.692995256,0.837622992
"Gallatin, MT",0.735514878,0.818215601
"Garfield, MT",2.745872482,1.630997132
"Glacier, MT",-0.416244728,-0.727389011
"Golden Valley, MT",-0.211106197,-0.35399081
"Granite, MT",1.447905049,0.415318165
"Hill, MT",0.818316249,0.685469047
"Jefferson, MT",0.615415593,0.520118076
"Judith Basin, MT",1.744796451,0.999092484
"Lake, MT",0.326729733,-0.775519341
"Lewis and Clark, MT",2.207290593,2.377793534
"Liberty, MT",2.996514469,3.011250773
"Lincoln, MT",0.620637301,0.437830739
"McCone, MT",4.317606608,4.113590577
"Madison, MT",2.513133494,1.375595868
"Meagher, MT",1.678406162,0.151377649
"Mineral, MT",1.227101394,0.008539252
"Missoula, MT",1.617983541,1.894161353
"Musselshell, MT",1.494154464,1.893385057
"Park, MT",1.967092022,1.314268512
"Petroleum, MT",0.590798969,-0.192521318
"Phillips, MT",1.700784911,1.349978112
"Pondera, MT",2.187895678,2.469396419
"Powder River, MT",4.428008436,3.929608511
"Powell, MT",-0.037297915,0.076853268
"Prairie, MT",3.025606842,2.718587318
"Ravalli, MT",0.718357838,0.602405414
"Richland, MT",2.049147435,2.103761174
"Roosevelt, MT",0.052963039,0.098589546
"Rosebud, MT",1.140570232,0.328373054
"Sanders, MT",0.969745783,0.677706091
"Sheridan, MT",4.078899954,2.871517559
"Silver Bow, MT",0.487856725,0.668390543
"Stillwater, MT",1.512057463,1.193166393
"Sweet Grass, MT",2.205798677,2.296282492
"Teton, MT",3.226269623,3.633063578
"Toole, MT",1.021216905,1.708626696
"Treasure, MT",3.692493557,2.651825894
"Valley, MT",3.033812383,2.462409758
"Wheatland, MT",1.203976687,1.883293214
"Wibaux, MT",1.14131619,0.946304381
"Yellowstone, MT",0.237960696,0.871003704
"Adams, NE",0.107417994,0.535643989
"Antelope, NE",1.97678948,1.834386589
"Arthur, NE",2.216242093,2.366925395
"Banner, NE",0.484872891,0.95717252
"Blaine, NE",2.853290476,3.487119998
"Boone, NE",1.208452437,2.14723373
"Box Butte, NE",1.41284501,1.606155672
"Boyd, NE",3.095726922,2.486474923
"Brown, NE",2.666800903,3.079564789
"Buffalo, NE",-0.00447575,0.662180178
"Burt, NE",1.85445232,1.98886942
"Butler, NE",1.019724988,1.661272662
"Cass, NE",0.032822165,0.451027765
"Cedar, NE",0.750434044,1.747441477
"Chase, NE",1.634394623,2.834255368
"Cherry, NE",2.503436036,2.286966945
"Cheyenne, NE",1.092828901,1.208692306
"Clay, NE",1.545625586,2.176732964
"Colfax, NE",-0.341648899,0.497605503
"Cuming, NE",0.969745783,1.532407586
"Custer, NE",1.711974286,1.718718539
"Dakota, NE",-1.324821931,-1.090695369
"Dawes, NE",0.691503339,1.242073018
"Dawson, NE",-0.098466495,-0.178547996
"Deuel, NE",3.414997072,3.784441227
"Dixon, NE",0.672854382,1.741231112
"Dodge, NE",-0.058184747,0.818991896
"Douglas, NE",-0.240198571,0.071419199
"Dundy, NE",1.893242151,1.669811914
"Fillmore, NE",1.780602449,2.25048105
"Franklin, NE",1.468045923,1.477290596
"Frontier, NE",2.823452144,2.417384612
"Furnas, NE",2.155819471,2.608353338
"Gage, NE",0.747450211,1.296413713
"Garden, NE",3.150181877,2.213218859
"Garfield, NE",4.522745139,4.546763542
"Gosper, NE",1.236798852,1.95859389
"Grant, NE",4.230329488,3.341952714
"Greeley, NE",0.868295455,1.676798574
"Hall, NE",-0.47666735,0.11023398
"Hamilton, NE",1.625443124,2.3304395
"Harlan, NE",1.161457064,1.482724665
"Hayes, NE",-0.495316307,0.569800997
"Hitchcock, NE",0.6295888,1.006079145
"Holt, NE",1.162203023,1.325912947
"Hooker, NE",6.488345245,8.942149435
"Howard, NE",0.156651242,0.749901585
"Jefferson, NE",1.728385368,1.814979198
"Johnson, NE",1.095066776,1.522315743
"Kearney, NE",0.951096825,1.913568744
"Keith, NE",1.335265347,0.773966749
"Keya Paha, NE",3.959546627,2.64173405
"Kimball, NE",1.192041354,0.953291041
"Knox, NE",1.138332357,1.499803169
"Lancaster, NE",0.41997452,1.072064274
"Lincoln, NE",0.09622862,0.735928263
"Logan, NE",3.368747658,4.014224736
"Loup, NE",-0.590798969,-0.131193963
"McPherson, NE",2.45793258,3.082669972
"Madison, NE",0.214835989,0.600852823
"Merrick, NE",0.305096942,1.575880142
"Morrill, NE",0.92722616,0.805794871
"Nance, NE",1.310648723,1.863885823
"Nemaha, NE",1.973805647,2.527618592
"Nuckolls, NE",3.569410439,3.683522794
"Otoe, NE",0.684043756,1.433041745
"Pawnee, NE",2.078239808,2.624655546
"Perkins, NE",2.686941776,2.512092679
"Phelps, NE",2.175214387,2.630089616
"Pierce, NE",0.862327788,1.696205965
"Platte, NE",-0.352092315,0.476645521
"Polk, NE",1.63141079,2.277651397
"Red Willow, NE",1.553085169,1.850688797
"Richardson, NE",1.470283798,1.491263917
"Rock, NE",3.682050141,1.935305021
"Saline, NE",-0.328967608,0.35399081
"Sarpy, NE",-0.957064492,-0.399792253
"Saunders, NE",0.679568006,0.898950347
"Scotts Bluff, NE",0.040281748,0.477421816
"Seward, NE",0.683297798,1.466422457
"Sheridan, NE",2.646660029,3.162628422
"Sherman, NE",1.527722587,1.73812593
"Sioux, NE",0.402817479,0.518565485
"Stanton, NE",-0.747450211,-0.278690133
"Thayer, NE",3.120343546,3.462278538
"Thomas, NE",6.794188145,6.89893932
"Thurston, NE",-0.94885895,-0.082287337
"Valley, NE",2.467630038,2.58661706
"Washington, NE",0.023870665,0.589208388
"Wayne, NE",0.102196286,1.21335008
"Webster, NE",1.873847236,1.460212092
"Wheeler, NE",-0.522170806,-0.12808878
"York, NE",1.510565546,2.585064469
"Churchill, NV",-0.38939023,-0.303531594
"Clark, NV",-2.122251348,-2.128602635
"Douglas, NV",-0.18798149,-0.295768637
"Elko, NV",-1.630664832,-1.355412181
"Esmeralda, NV",0.461748184,0.961053998
"Eureka, NV",-0.38939023,-0.134299145
"Humboldt, NV",-1.429256092,-1.559577933
"Lander, NV",-0.06564433,-0.529433624
"Lincoln, NV",-1.451634841,-0.544959537
"Lyon, NV",-1.633648665,-1.405871397
"Mineral, NV",-0.564690429,-0.321386393
"Nye, NV",-1.427764176,-1.56190682
"Pershing, NV",-2.455694705,-2.477935671
"Storey, NV",-0.576625762,-0.43938333
"Washoe, NV",-1.030914363,-0.916805147
"White Pine, NV",-1.030914363,-0.532538807
"Carson City city, NV",-0.613177718,-0.303531594
"Belknap, NH",0.413260895,-0.017078504
"Carroll, NH",1.204722645,0.652088335
"Cheshire, NH",0.336427191,0.478198112
"Coos, NH",0.293907568,0.595418753
"Grafton, NH",1.259923559,1.132615333
"Hillsborough, NH",-0.258847528,0.105576207
"Merrimack, NH",0.960794283,1.03713097
"Rockingham, NH",0.080563496,0.227454621
"Strafford, NH",-0.439369435,-0.291887159
"Sullivan, NH",0.073849871,-0.18320577
"Atlantic, NJ",-0.775796626,-1.18307455
"Bergen, NJ",-0.513219307,-0.197179092
"Burlington, NJ",-0.490840558,-0.1956265
"Camden, NJ",-0.686281631,-0.534867693
"Cape May, NJ",0.361043814,-0.601629118
"Cumberland, NJ",-1.236798852,-1.12795756
"Essex, NJ",-0.675092256,-1.212573784
"Gloucester, NJ",-0.767591085,-0.419199644
"Hudson, NJ",-1.962616273,-2.36071503
"Hunterdon, NJ",0.167840616,0.503039572
"Mercer, NJ",0.071611996,0.126536189
"Middlesex, NJ",-1.293491683,-1.118642012
"Monmouth, NJ",-0.457272434,-0.169232449
"Morris, NJ",-0.073849871,0.246085717
"Ocean, NJ",-0.863819705,-0.853148904
"Passaic, NJ",-1.33824918,-1.43925211
"Salem, NJ",-0.045503456,0.058998468
"Somerset, NJ",-0.405055354,-0.002328887
"Sussex, NJ",-0.357314023,-0.271703473
"Union, NJ",-0.814586457,-0.853148904
"Warren, NJ",-0.554247013,-0.249190899
"Bernalillo, NM",-0.693741214,-0.607839483
"Catron, NM",0.834727331,-0.275584951
"Chaves, NM",-1.079401652,-0.816663009
"Cibola, NM",-1.663486997,-2.567985965
"Colfax, NM",1.217403936,0.122654711
"Curry, NM",-0.974221533,-1.325136651
"De Baca, NM",2.559382908,1.840596954
"Dona Ana, NM",-1.594112875,-1.595287533
"Eddy, NM",-0.609447927,-0.430844078
"Grant, NM",-0.109655869,-0.147496171
"Guadalupe, NM",-0.344632732,-0.523999555
"Harding, NM",4.392948396,3.591919909
"Hidalgo, NM",-0.535598055,-1.318926286
"Lea, NM",-1.291999766,-1.253717453
"Lincoln, NM",1.003313906,-0.647430561
"Los Alamos, NM",1.790299907,2.251257345
"Luna, NM",-1.611269916,-1.801005876
"McKinley, NM",-1.728385368,-2.180614442
"Mora, NM",-0.13128866,-0.674600908
"Otero, NM",-1.041357779,-1.397332145
"Quay, NM",0.980935157,0.515460303
"Rio Arriba, NM",-0.82204604,-1.79324292
"Roosevelt, NM",-0.654205424,-0.412212983
"Sandoval, NM",-0.888436329,-0.82908374
"San Juan, NM",-1.313632556,-1.311939625
"San Miguel, NM",-0.692249297,-1.527749812
"Santa Fe, NM",0.226771322,0.078405859
"Sierra, NM",0.05669283,-1.099234621
"Socorro, NM",-0.946621076,-1.183850845
"Taos, NM",0.788477917,-0.313623437
"Torrance, NM",-1.003313906,-1.82351845
"Union, NM",0.7959375,0.714191985
"Valencia, NM",-1.403147552,-1.472632822
"Albany, NY",0.490840558,0.773966749
"Allegany, NY",-0.365519564,-0.503815868
"Bronx, NY",-2.658595361,-3.066367764
"Broome, NY",-0.478905225,-0.014749617
"Cattaraugus, NY",-0.431909852,-0.379608566
"Cayuga, NY",-0.857852039,-0.731270489
"Chautauqua, NY",0.03506004,0.263940516
"Chemung, NY",-0.554247013,-0.095484363
"Chenango, NY",-0.303605026,-0.205718344
"Clinton, NY",-1.20696052,-0.749125289
"Columbia, NY",0.10518012,0.048130329
"Cortland, NY",-0.481889058,-0.251519786
"Delaware, NY",0.209614281,-0.088497703
"Dutchess, NY",-0.901863578,-0.798031914
"Erie, NY",-0.452050726,0.001552591
"Essex, NY",0.618399426,0.28645309
"Franklin, NY",-1.1107319,-0.923015512
"Fulton, NY",-0.968999824,-0.895845164
"Genesee, NY",-0.321508025,0.138956919
"Greene, NY",-0.340902941,-0.938541424
"Hamilton, NY",3.56866448,3.039973712
"Herkimer, NY",-0.506505682,-0.176995405
"Jefferson, NY",-1.306918932,-1.185403437
"Kings, NY",-2.076747892,-2.710824362
"Lewis, NY",-0.162618908,0.061327355
"Livingston, NY",-0.294653526,-0.222796848
"Madison, NY",-0.454288601,-0.214257596
"Monroe, NY",-0.543803597,-0.062103651
"Montgomery, NY",-0.518441015,-0.151377649
"Nassau, NY",-0.63406455,-0.218139074
"New York, NY",0.510235473,0.344675263
"Niagara, NY",-0.76087746,-0.17078504
"Oneida, NY",-0.801159208,-0.476645521
"Onondaga, NY",-0.271528819,0.050459216
"Ontario, NY",-0.331205483,-0.062879947
"Orange, NY",-1.098050609,-1.014618397
"Orleans, NY",-0.885452495,-0.739033446
"Oswego, NY",-1.122667233,-0.673048317
"Otsego, NY",-0.282718194,-0.31672862
"Putnam, NY",-0.661665007,-0.515460303
"Queens, NY",-2.507911786,-2.869964968
"Rensselaer, NY",-0.449066893,-0.187087248
"Richmond, NY",-2.122997306,-2.169746304
"Rockland, NY",-0.226771322,-0.089273998
"St. Lawrence, NY",-0.934685743,-0.72583642
"Saratoga, NY",-0.471445642,-0.2313361
"Schenectady, NY",-0.637794342,-0.197955387
"Schoharie, NY",-0.532614222,-0.681587569
"Schuyler, NY",-0.513219307,-0.441712217
"Seneca, NY",-0.795191542,-0.673048317
"Steuben, NY",-0.54678743,-0.301202707
"Suffolk, NY",-1.109239984,-0.918357738
"Sullivan, NY",-0.377454897,-1.056538361
"Tioga, NY",-0.318524192,0.28645309
"Tompkins, NY",-0.481889058,-0.31672862
"Ulster, NY",-0.350600398,-0.378832271
"Warren, NY",0.226025363,-0.053564399
"Washington, NY",-0.930209993,-0.929225877
"Wayne, NY",-0.573641928,-0.24375683
"Westchester, NY",-0.625113051,-0.492171433
"Wyoming, NY",-0.37596298,-0.153706536
"Yates, NY",-0.316286317,-0.35942488
"Alamance, NC",-0.843678831,-0.777848228
"Alexander, NC",-0.413260895,-0.337688602
"Alleghany, NC",-0.080563496,-0.433949261
"Anson, NC",-0.890674204,-1.234310062
"Ashe, NC",-0.318524192,-0.694008299
"Avery, NC",0.080563496,-0.627246874
"Beaufort, NC",0.349108482,-0.206494639
"Bertie, NC",0.92722616,0.370293019
"Bladen, NC",-0.548279346,-1.766072573
"Brunswick, NC",-0.560214679,-1.253717453
"Buncombe, NC",0.493078433,0.291887159
"Burke, NC",-0.816824332,-1.236638949
"Cabarrus, NC",-0.466223934,-0.480526999
"Caldwell, NC",-0.763861293,-0.989776936
"Camden, NC",-0.088023079,-0.192521318
"Carteret, NC",0.203646614,-0.98201398
"Caswell, NC",-0.843678831,-1.118642012
"Catawba, NC",-0.404309396,-0.531762511
"Chatham, NC",-0.291669693,-0.525552146
"Cherokee, NC",-0.123829077,-0.891187391
"Chowan, NC",0.538581889,-0.464224791
"Clay, NC",0.102196286,-0.121878415
"Cleveland, NC",-0.073103913,-0.357095993
"Columbus, NC",-0.6295888,-1.025486536
"Craven, NC",-0.31031865,-0.536420285
"Cumberland, NC",-0.992124532,-1.651180818
"Currituck, NC",-0.637048383,-1.388792893
"Dare, NC",0.648983716,-0.540301763
