state ,county,Obama_12,Romney_12
ME,PiscataquisCtyTownshps,19,38
ME,Pittsfield,869,941
ME,Pittston,779,752
ME,PleasantPointVotngDst,204,29
ME,PleasantRidgePlt.,29,22
ME,Plymouth,265,374
ME,Poland,1585,1369
ME,PortageLake,125,109
ME,Porter,371,346
ME,Portland,27736,7487
ME,Pownal,550,422
ME,PresqueIsle,2231,1885
ME,Princeton,196,251
ME,Prospect,193,150
ME,Randolph,536,385
ME,Rangeley,334,350
ME,RangeleyPlt.,64,79
ME,Raymond,1426,1196
ME,Readfield,862,631
ME,ReedPlt.,25,55
ME,Richmond,952,772
ME,Ripley,93,130
ME,Robbinston,143,142
ME,Rockland,2198,1065
ME,Rockport,1291,825
ME,Rome,314,248
ME,RoqueBluffs,92,60
ME,Roxbury,151,91
ME,Rumford,1671,915
ME,Sabattus,1294,1160
ME,Saco,6146,3556
ME,SaintAgatha,399,161
ME,St.Albans,416,620
ME,St.Francis,172,76
ME,St.George,980,518
ME,St.JohnPlt.,80,56
ME,SandyRiverPlt.,52,33
ME,Sanford,5588,3701
ME,Sangerville,317,341
ME,Scarborough,6343,5184
ME,Searsmont,383,333
ME,Searsport,767,622
ME,Sebago,516,472
ME,Sebec,139,225
ME,SeboeisPlt.,16,10
ME,Sedgwick,447,233
ME,Shapleigh,720,693
ME,Sherman,218,365
ME,Shirley,55,77
ME,Sidney,1120,1134
ME,Skowhegan,2225,1558
ME,Smithfield,282,272
ME,Smyrna,55,67
ME,Solon,268,266
ME,SomersetCtyTownships,71,121
ME,Somerville,136,129
ME,Sorrento,104,77
ME,SouthBerwick,2276,1626
ME,SouthBristol,376,224
ME,Southport,207,223
ME,SouthPortland,9956,4104
ME,SouthThomaston,507,346
ME,SouthwestHarbor,653,380
ME,Springfield,52,101
ME,Stacyville,72,135
ME,Standish,2554,2400
ME,Starks,171,133
ME,Stetson,294,352
ME,Steuben,257,269
ME,Stockholm,91,53
ME,StocktonSprings,491,424
ME,Stoneham,90,59
ME,Stonington,407,184
ME,Stow,122,63
ME,Strong,337,347
ME,Sullivan,352,227
ME,Sumner,271,241
ME,Surry,538,395
ME,Swan'sIsland,94,124
ME,Swanville,362,295
ME,Sweden,125,96
ME,Talmadge,13,19
ME,Temple,216,94
ME,TheForksPlt.,23,21
ME,Thomaston,860,522
ME,Thorndike,214,154
ME,Topsfield,38,73
ME,Topsham,3153,2259
ME,Tremont,550,306
ME,Trenton,436,340
ME,Troy,258,260
ME,Turner,1429,1585
ME,Union,712,598
ME,Unity,479,443
ME,Upton,0,0
ME,VanBuren,684,210
ME,Vanceboro,51,52
ME,Vassalboro,1224,1025
ME,Veazie,580,482
ME,Verona,166,138
ME,Vienna,205,136
ME,Vinalhaven,519,177
ME,Wade,50,74
ME,Waite,22,33
ME,Waldo,225,184
ME,Waldoboro,1323,1164
ME,Wales,351,453
ME,Wallagrass,204,77
ME,Waltham,69,116
ME,Warren,966,945
ME,Washburn,346,418
ME,Washington,430,402
ME,WashingtonCtyTownships,104,173
ME,Waterboro,1848,1581
ME,Waterford,455,382
ME,Waterville,4677,2103
ME,Wayne,450,273
ME,WebsterPlt.,13,9
ME,Weld,154,123
ME,Wellington,80,40
ME,Wells,3182,2612
ME,Wesley,32,44
ME,WestBath,641,544
ME,Westbrook,5504,3042
ME,Westfield,117,146
ME,WestForksPlt.,25,21
ME,WestGardiner,1004,971
ME,Westmanland,21,21
ME,Weston,50,81
ME,WestParis,470,353
ME,Westport,254,221
ME,Whitefield,693,531
ME,Whiting,178,154
ME,Whitneyville,48,56
ME,Willimantic,32,48
ME,Wilton,1251,921
ME,Windham,3817,3427
ME,Windsor,610,578
ME,Winn,66,112
ME,Winslow,2206,1781
ME,WinterHarbor,112,145
ME,Winterport,1027,1018
ME,WintervillePlt.,79,49
ME,Winthrop,1877,1496
ME,Wiscasset,1036,960
ME,Woodland,285,326
ME,Woodstock,351,344
ME,Woodville,62,61
ME,Woolwich,1028,842
ME,Yarmouth,3358,2128
ME,York,4888,3594
MI,Michigan,2561911,2112673
MI,Alcona,2462,3571
MI,Alger,2212,2329
MI,Allegan,19594,29023
MI,Alpena,6549,7298
MI,Antrim,5107,7917
MI,Arenac,3669,4054
MI,Baraga,1574,1866
MI,Barry,11496,16651
MI,Bay,26797,23735
MI,Benzie,4683,5071
MI,Berrien,33465,38209
MI,Branch,6526,9575
MI,Calhoun,29270,28338
MI,Cass,9587,12660
MI,Charlevoix,5936,7997
MI,Cheboygan,5829,7284
MI,Chippewa,7100,8278
MI,Clare,6337,6988
MI,Clinton,18187,20630
MI,Crawford,2994,3744
MI,Delta,8330,9533
MI,Dickinson,4952,7688
MI,Eaton,27912,26193
MI,Emmet,7225,10253
MI,Genesee,128972,71807
MI,Gladwin,5760,6661
MI,Gogebic,4058,3444
MI,GrandTraverse,20875,26532
MI,Gratiot,7606,8236
MI,Hillsdale,7106,11727
MI,Houghton,6530,8040
MI,Huron,6432,8686
MI,Ingham,80903,45365
MI,Ionia,11016,14319
MI,Iosco,6242,6906
MI,Iron,2687,3224
MI,Isabella,13038,10800
MI,Jackson,32301,36298
MI,Kalamazoo,69045,52660
MI,Kalkaska,3268,4897
MI,Kent,134560,157801
MI,Keweenaw,582,774
MI,Lake,2752,2487
MI,Lapeer,18786,23725
MI,Leelanau,6576,7483
MI,Lenawee,21774,22351
MI,Livingston,37186,60000
MI,Luce,951,1501
MI,Mackinac,2652,3396
MI,Macomb,207992,191896
MI,Manistee,6467,5736
MI,Marquette,18126,13609
MI,Mason,6856,7580
MI,Mecosta,7515,9175
MI,Menominee,5244,5565
MI,Midland,17480,23942
MI,Missaukee,2274,4665
MI,Monroe,36310,35593
MI,Montcalm,11431,13624
MI,Montmorency,2049,2928
MI,Muskegon,44436,30882
MI,Newaygo,8723,12458
MI,Oakland,349055,296531
MI,Oceana,5063,6239
MI,Ogemaw,4791,5437
MI,Ontonagon,1585,1906
MI,Osceola,3981,6140
MI,Oscoda,1654,2308
MI,Otsego,4681,7008
MI,Ottawa,43068,88503
MI,PresqueIsle,3192,3794
MI,Roscommon,6198,6701
MI,Saginaw,54372,42716
MI,St.Clair,33845,39076
MI,St.Joseph,10106,12975
MI,Sanilac,7212,10961
MI,Schoolcraft,1865,2142
MI,Shiawassee,17197,15962
MI,Tuscola,11643,14517
MI,VanBuren,16288,16140
MI,Washtenaw,120791,56401
MI,Wayne,595253,213586
MI,Wexford,5717,7972
MN,Minnesota,1547668,1321575
MN,Aitkin,4412,4533
MN,Anoka,88611,93430
MN,Becker,6829,9204
MN,Beltrami,11818,9637
MN,Benton,8173,10849
MN,BigStone,1345,1385
MN,BlueEarth,18164,14916
MN,Brown,5630,7938
MN,Carlton,11389,6586
MN,Carver,20745,31155
MN,Cass,6858,8957
MN,Chippewa,3083,2967
MN,Chisago,12524,16227
MN,Clay,15210,12920
MN,Clearwater,1753,2359
MN,Cook,1993,1221
MN,Cottonwood,2433,3316
MN,CrowWing,14760,19415
MN,Dakota,116252,109514
MN,Dodge,4487,5522
MN,Douglas,8665,11905
MN,Faribault,3407,4104
MN,Fillmore,5713,4913
MN,Freeborn,9327,6970
MN,Goodhue,12212,12986
MN,Grant,1647,1748
MN,Hennepin,423979,240073
MN,Houston,5281,4951
MN,Hubbard,4676,6622
MN,Isanti,8024,11675
MN,Itasca,12852,10500
MN,Jackson,2268,3044
MN,Kanabec,3586,4319
MN,Kandiyohi,9806,11239
MN,Kittson,1241,1095
MN,Koochiching,3451,2841
MN,LacQuiParle,1974,1938
MN,Lake,4043,2610
MN,LakeoftheWoods,859,1306
MN,LeSueur,6753,7714
MN,Lincoln,1428,1594
MN,Lyon,5465,6595
MN,McLeod,6970,11069
MN,Mahnomen,1276,871
MN,Marshall,1854,2380
MN,Martin,4054,6657
MN,Meeker,4969,6913
MN,MilleLacs,5829,6951
MN,Morrison,6153,10159
MN,Mower,11129,6938
MN,Murray,2160,2504
MN,Nicollet,9652,8214
MN,Nobles,3793,4581
MN,Norman,1730,1384
MN,Olmsted,39338,36832
MN,OtterTail,12165,18860
MN,Pennington,3024,3304
MN,Pine,6750,6845
MN,Pipestone,1728,2828
MN,Polk,6773,7615
MN,Pope,2981,3142
MN,Ramsey,184936,86799
MN,RedLake,928,978
MN,Redwood,3008,4570
MN,Renville,3394,4149
MN,Rice,17054,14380
MN,Rock,1945,2810
MN,Roseau,2772,4409
MN,St.Louis,74177,39675
MN,Scott,29714,40321
MN,Sherburne,17597,27848
MN,Sibley,2916,4693
MN,Stearns,33552,43015
MN,Steele,8706,9903
MN,Stevens,2742,2766
MN,Swift,2751,2248
MN,Todd,4819,6719
MN,Traverse,942,860
MN,Wabasha,5415,6049
MN,Wadena,2492,4143
MN,Waseca,4370,5116
MN,Washington,70203,69137
MN,Watonwan,2494,2517
MN,Wilkin,1258,1884
MN,Winona,14980,11480
MN,Wright,26584,41460
MN,YellowMedicine,2465,2806
MO,Missouri,1215031,1478961
MO,Adair,4218,5648
MO,Andrew,2649,5457
MO,Atchison,756,1902
MO,Audrain,3538,6186
MO,Barry,3667,9832
MO,Barton,1232,4416
MO,Bates,2557,5020
MO,Benton,2925,6069
MO,Bollinger,1213,4094
MO,Boone,39782,37343
MO,Buchanan,15594,18660
MO,Butler,4363,12248
MO,Caldwell,1313,2724
MO,Callaway,6070,11742
MO,Camden,6458,15089
MO,CapeGirardeau,9713,25343
MO,Carroll,1154,3072
MO,Carter,754,1978
MO,Cass,17044,30912
MO,Cedar,1536,4375
MO,Chariton,1339,2402
MO,Christian,9809,27465
MO,Clark,1398,1730
MO,Clay,47250,56131
MO,Clinton,3685,5904
MO,Cole,12003,24488
MO,Cooper,2474,4887
MO,Crawford,2951,6434
MO,Dade,939,2895
MO,Dallas,2122,4992
MO,Daviess,1124,2282
MO,DeKalb,1194,3056
MO,Dent,1585,4883
MO,Douglas,1709,4649
MO,Dunklin,3635,6849
MO,Franklin,16294,29271
MO,Gasconade,2099,4895
MO,Gentry,937,1986
MO,Greene,46130,76786
MO,Grundy,1212,3030
MO,Harrison,984,2624
MO,Henry,3604,6229
MO,Hickory,1733,2835
MO,Holt,551,1725
MO,Howard,1722,3012
MO,Howell,4393,11541
MO,Iron,1669,2252
MO,Jackson,180100,121891
MO,Jasper,12808,31345
MO,Jefferson,41570,53973
MO,Johnson,7661,12750
MO,Knox,698,1205
MO,LaClede,4093,10934
MO,Lafayette,5650,9800
MO,Lawrence,4014,11417
MO,Lewis,1507,2677
MO,Lincoln,7733,14330
MO,Linn,2031,3331
MO,Livingston,1906,4006
MO,McDonald,1920,5694
MO,Macon,2309,4700
MO,Madison,1588,3227
MO,Maries,1299,3165
MO,Marion,4034,7926
MO,Mercer,353,1255
MO,Miller,2651,8099
MO,Mississippi,1857,2996
MO,Moniteau,1608,4703
MO,Monroe,1398,2564
MO,Montgomery,1734,3486
MO,Morgan,2773,5733
MO,NewMadrid,2814,4284
MO,Newton,6425,18179
MO,Nodaway,3172,5593
MO,Oregon,1419,2886
MO,Osage,1472,5330
MO,Ozark,1261,3080
MO,Pemiscot,2671,3596
MO,Perry,2184,5669
MO,Pettis,5902,10840
MO,Phelps,5798,11893
MO,Pike,2581,4576
MO,Platte,19171,25617
MO,Polk,3580,9252
MO,Pulaski,4199,9092
MO,Putnam,587,1673
MO,Ralls,1736,3231
MO,Randolph,3031,6667
MO,Ray,4264,5805
MO,Reynolds,1155,1927
MO,Ripley,1396,3743
MO,St.Charles,71798,110732
MO,St.Clair,1460,3019
MO,St.Francois,8837,13248
MO,St.LouisCounty,294735,223102
MO,St.LouisCity,116654,22617
MO,Ste.Genevieve,3813,4055
MO,Saline,3785,5096
MO,Schuyler,697,1174
MO,Scotland,643,1246
MO,Scott,5122,11623
MO,Shannon,1300,2260
MO,Shelby,966,2188
MO,Stoddard,3153,9496
MO,Stone,3920,11780
MO,Sullivan,908,1610
MO,Taney,5462,15713
MO,Texas,2871,7618
MO,Vernon,2580,5756
MO,Warren,5219,9150
MO,Washington,3402,5008
MO,Wayne,1811,3790
MO,Webster,4407,10702
MO,Worth,341,664
MO,Wright,1953,5831
MS,Mississippi,528260,674302
MS,Adams,7999,5542
MS,Alcorn,3449,11027
MS,Amite,3218,4393
MS,Attala,3368,4452
MS,Benton,2026,2030
MS,Bolivar,9772,4346
MS,Calhoun,2250,3961
MS,Carroll,1990,3953
MS,Chickasaw,3914,3601
MS,Choctaw,1283,2533
MS,Claiborne,4633,608
MS,Clarke,2695,4415
MS,Clay,5860,3735
MS,Coahoma,7164,2356
MS,Copiah,7201,5714
MS,Covington,3800,5282
MS,DeSoto,20979,42399
MS,Forrest,12079,15339
MS,Franklin,1706,2705
MS,George,1352,8353
MS,Greene,1325,4528
MS,Grenada,5279,5980
MS,Hancock,3879,12859
MS,Harrison,22242,38646
MS,Hinds,70512,26450
MS,Holmes,6775,1264
MS,Humphreys,3399,1069
MS,Issaquena,479,302
MS,Itawamba,1599,6925
MS,Jackson,15452,33262
MS,Jasper,5097,4193
MS,Jefferson,3508,431
MS,JeffDavis,4094,2439
MS,Jones,9146,20635
MS,Kemper,3239,1789
MS,Lafayette,7098,9772
MS,Lamar,5037,17472
MS,Lauderdale,12642,17322
MS,Lawrence,2394,4153
MS,Leake,3599,4283
MS,Lee,12043,22004
MS,Leflore,8423,3115
MS,Lincoln,4879,9333
MS,Lowndes,12037,12399
MS,Madison,20722,28507
MS,Marion,3833,7118
MS,Marshall,9581,6444
MS,Monroe,6990,9661
MS,Montgomery,2245,2543
MS,Neshoba,3030,7772
MS,Newton,3069,5909
MS,Noxubee,4920,1325
MS,Oktibbeha,8030,7728
MS,Panola,9079,7629
MS,PearlRiver,3813,15836
MS,Perry,1519,4110
MS,Pike,9304,7986
MS,Pontotoc,2785,9403
MS,Prentiss,2817,7075
MS,Quitman,2837,1116
MS,Rankin,14425,46318
MS,Scott,4774,5728
MS,Sharkey,1571,675
MS,Simpson,4723,7424
MS,Smith,1979,6049
MS,Stone,1794,4924
MS,Sunflower,7989,2907
MS,Tallahatchie,3838,2480
MS,Tate,4572,6666
MS,Tippah,2254,6625
MS,Tishomingo,1623,6070
MS,Tunica,3371,867
MS,Union,2481,7759
MS,Walthall,3386,4012
MS,Warren,9899,9390
MS,Washington,12188,4870
MS,Wayne,4116,6080
MS,Webster,1087,3684
MS,Wilkinson,2940,1275
MS,Winston,4557,5147
MS,Yalobusha,2984,3261
MS,Yazoo,6220,4560
MT,Montana,200489,264974
MT,Beaverhead,1347,3251
MT,BigHorn,2830,1655
MT,Blaine,1598,1169
MT,Broadwater,761,2150
MT,Carbon,2126,3513
MT,Carter,96,678
MT,Cascade,14949,18039
MT,Chouteau,969,1751
MT,Custer,1824,3353
MT,Daniels,236,735
MT,Dawson,1219,3024
MT,DeerLodge,2829,1431
MT,Fallon,236,1123
MT,Fergus,1628,4243
MT,Flathead,13534,27694
MT,Gallatin,21534,24051
MT,Garfield,66,622
MT,Glacier,2784,1391
MT,GoldenValley,110,351
MT,Granite,533,1107
MT,Hill,3372,3133
MT,Jefferson,2256,4042
MT,JudithBasin,336,852
MT,Lake,5715,7084
MT,LewisandClark,15479,16673
MT,Liberty,257,698
MT,Lincoln,2544,6045
MT,McCone,221,742
MT,Madison,1285,3115
MT,Meagher,269,670
MT,Mineral,698,1212
MT,Missoula,34380,23285
MT,Musselshell,482,1792
MT,Park,3728,4637
MT,Petroleum,49,240
MT,Phillips,471,1688
MT,Pondera,969,1666
MT,PowderRiver,170,833
MT,Powell,884,1798
MT,Prairie,167,518
MT,Ravalli,6466,12817
MT,Richland,992,3479
MT,Roosevelt,2044,1503
MT,Rosebud,1478,2035
MT,Sanders,1716,3971
MT,Sheridan,661,1203
MT,SilverBow,10782,5374
MT,Stillwater,1209,3237
MT,SweetGrass,473,1584
MT,Teton,1073,2091
MT,Toole,582,1440
MT,Treasure,114,317
MT,Valley,1386,2337
MT,Wheatland,272,690
MT,Wibaux,25,421
MT,Yellowstone,26275,40421
NC,NorthCarolina,2178388,2275853
NC,Alamance,28341,37712
NC,Alexander,4591,12207
NC,Alleghany,1574,3378
NC,Anson,6894,4125
NC,Ashe,4100,8207
NC,Avery,1861,5708
NC,Beaufort,9399,13918
NC,Bertie,6537,3367
NC,Bladen,8277,7947
NC,Brunswick,21932,34587
NC,Buncombe,70066,54429
NC,Burke,13577,22109
NC,Cabarrus,32453,49125
NC,Caldwell,10795,23069
NC,Camden,1456,2995
NC,Carteret,10197,24598
NC,Caswell,5183,5471
NC,Catawba,23954,44386
NC,Chatham,18252,16578
NC,Cherokee,3339,9201
NC,Chowan,3507,3872
NC,Clay,1573,3952
NC,Cleveland,16734,25440
NC,Columbus,10973,12863
NC,Craven,18556,26654
NC,Cumberland,74991,50191
NC,Currituck,3521,7431
NC,Dare,7258,10102
NC,Davidson,20291,48935
NC,Davie,5652,14568
NC,Duplin,8923,11330
NC,Durham,109185,33326
NC,Edgecombe,18249,8494
NC,Forsyth,91606,79177
NC,Franklin,13317,14480
NC,Gaston,32903,55817
NC,Gates,2745,2532
NC,Graham,1115,2743
NC,Granville,13529,12332
NC,Greene,3761,4393
NC,Guilford,145483,103964
NC,Halifax,16931,8686
NC,Harnett,16858,25070
NC,Haywood,11742,15553
NC,Henderson,18519,32860
NC,Hertford,7815,3001
NC,Hoke,9915,6721
NC,Hyde,1157,1183
NC,Iredell,25952,49071
NC,Jackson,8052,8224
NC,Johnston,27052,48206
NC,Jones,2335,2825
NC,Lee,10577,13000
NC,Lenoir,13350,13763
NC,Lincoln,10980,25184
NC,McDowell,6006,11732
NC,Macon,5692,10817
NC,Madison,4466,5379
NC,Martin,6514,5963
NC,Mecklenburg,270705,170490
NC,Mitchell,1810,5778
NC,Montgomery,4689,6389
NC,Moore,16371,29336
NC,Nash,24214,23769
NC,NewHanover,48038,52792
NC,Northampton,7210,3474
NC,Onslow,18115,31695
NC,Orange,53404,21398
NC,Pamlico,2632,4032
NC,Pasquotank,9970,7216
NC,Pender,9455,14368
NC,Perquimans,2747,3814
NC,Person,8384,10467
NC,Pitt,40701,35534
NC,Polk,4000,6219
NC,Randolph,14675,44913
NC,Richmond,9747,9236
NC,Robeson,23957,17093
NC,Rockingham,16170,25037
NC,Rowan,22529,38622
NC,Rutherford,9277,18797
NC,Sampson,11496,14358
NC,Scotland,8131,5799
NC,Stanly,8287,19698
NC,Stokes,5969,15142
NC,Surry,9005,19753
NC,Swain,2618,2976
NC,Transylvania,6740,9522
NC,Tyrrell,835,929
NC,Union,32032,60468
NC,Vance,13286,7406
NC,Wake,286939,232933
NC,Warren,6635,3111
NC,Washington,3811,2615
NC,Watauga,13371,14124
NC,Wayne,23154,27536
NC,Wilkes,8089,20410
NC,Wilson,20745,17904
NC,Yadkin,3928,12500
NC,Yancey,3954,5249
ND,NorthDakota,124490,187586
ND,Adams,328,916
ND,Barnes,2389,2953
ND,Benson,1232,867
ND,Billings,89,472
ND,Bottineau,1163,2246
ND,Bowman,412,1277
ND,Burke,230,766
ND,Burleigh,14036,27811
ND,Cass,34632,36792
ND,Cavalier,818,1192
ND,Dickey,849,1601
ND,Divide,382,731
ND,Dunn,493,1494
ND,Eddy,484,631
ND,Emmons,383,1430
ND,Foster,604,1028
ND,GoldenValley,161,740
ND,GrandForks,14008,15044
ND,Grant,331,1012
ND,Griggs,535,770
ND,Hettinger,313,998
ND,Kidder,393,870
ND,LaMoure,737,1374
ND,Logan,221,799
ND,McHenry,924,1651
ND,McIntosh,456,1028
ND,McKenzie,926,2450
ND,McLean,1660,3130
ND,Mercer,1161,3132
ND,Morton,4467,8669
ND,Mountrail,1401,1960
ND,Nelson,766,862
ND,Oliver,281,693
ND,Pembina,1245,1893
ND,Pierce,656,1462
ND,Ramsey,2162,2659
ND,Ransom,1341,1008
ND,Renville,398,850
ND,Richland,3190,4213
ND,Rolette,3351,1090
ND,Sargent,1073,876
ND,Sheridan,161,637
ND,Sioux,900,223
ND,Slope,83,341
ND,Stark,2805,8509
ND,Steele,515,495
ND,Stutsman,3561,5641
ND,Towner,511,619
ND,Traill,1784,1963
ND,Walsh,2118,2809
ND,Ward,8412,16176
ND,Wells,671,1646
ND,Williams,2288,7087
NE,Nebraska,289154,462972
NE,Adams,3991,8235
NE,Antelope,571,2585
NE,Arthur,30,227
NE,Banner,55,339
NE,Blaine,29,268
NE,Boone,615,2136
NE,BoxButte,1634,2795
NE,Boyd,186,852
NE,Brown,223,1298
NE,Buffalo,5266,13378
NE,Burt,1280,2016
NE,Butler,1028,2729
NE,Cass,4298,7453
NE,Cedar,952,3231
NE,Chase,252,1573
NE,Cherry,436,2557
NE,Cheyenne,983,3134
NE,Clay,662,2213
NE,Colfax,959,2045
NE,Cuming,1015,2858
NE,Custer,1066,4251
NE,Dakota,2831,3048
NE,Dawes,1102,2435
NE,Dawson,2157,5370
NE,Deuel,215,763
NE,Dixon,870,1745
NE,Dodge,5588,8937
NE,Douglas,99261,108319
NE,Dundy,176,791
NE,Fillmore,794,1972
NE,Franklin,381,1110
NE,Frontier,381,1005
NE,Furnas,422,1767
NE,Gage,3870,5470
NE,Garden,242,829
NE,Garfield,147,762
NE,Gosper,230,732
NE,Grant,30,322
NE,Greeley,340,820
NE,Hall,6971,12412
NE,Hamilton,1136,3582
NE,Harlan,311,1248
NE,Hayes,50,473
NE,Hitchcock,310,1386
NE,Holt,862,3789
NE,Hooker,59,330
NE,Howard,914,1890
NE,Jefferson,1185,2156
NE,Johnson,790,1223
NE,Kearney,761,2341
NE,Keith,920,3036
NE,KeyaPaha,80,392
NE,Kimball,391,1222
NE,Knox,1055,2878
NE,Lancaster,59970,61177
NE,Lincoln,4350,10545
NE,Logan,68,356
NE,Loup,62,290
NE,McPherson,41,237
NE,Madison,3368,9874
NE,Merrick,921,2477
NE,Morrill,450,1658
NE,Nance,477,1098
NE,Nemaha,1089,1979
NE,Nuckolls,567,1563
NE,Otoe,2542,4226
NE,Pawnee,396,897
NE,Perkins,237,1133
NE,Phelps,875,3372
NE,Pierce,637,2707
NE,Platte,3095,9963
NE,Polk,527,1886
NE,RedWillow,940,3855
NE,Richardson,1180,2407
NE,Rock,103,669
NE,Saline,2232,2518
NE,Sarpy,24709,40318
NE,Saunders,3279,6725
NE,ScottsBluff,4193,9427
NE,Seward,2362,4947
NE,Sheridan,389,2010
NE,Sherman,549,919
NE,Sioux,101,623
NE,Stanton,607,1945
NE,Thayer,724,1853
NE,Thomas,42,360
NE,Thurston,1153,823
NE,Valley,494,1643
NE,Washington,3103,6857
NE,Wayne,1074,2493
NE,Webster,440,1255
NE,Wheeler,93,345
NE,York,1352,4814
NH,NewHampshire,368529,327870
NH,Acworth,316,212
NH,Albany,235,157
NH,Alexandria,472,432
NH,Allenstown,1149,981
NH,Alstead,634,383
NH,Alton,1207,2147
NH,Amherst,3501,3906
NH,Andover,777,571
NH,Antrim,810,655
NH,Ashland,587,522
NH,Atkinson,1630,2691
NH,Auburn,1219,1996
NH,Barnstead,1125,1254
NH,Barrington,2577,2271
NH,Bartlett,1039,774
NH,Bath,264,272
NH,Bedford,4713,7990
NH,Belmont,1782,1816
NH,Bennington,395,363
NH,Benton,79,96
NH,Berlin,2863,1248
NH,Bethlehem,862,534
NH,Boscawen,1000,766
NH,Bow,2509,2352
NH,Bradford,503,456
NH,Brentwood,1093,1301
NH,Bridgewater,343,352
NH,Bristol,779,821
NH,Brookfield,171,251
NH,Brookline,1278,1623
NH,Campton,1050,765
NH,Canaan,1089,709
NH,Candia,937,1528
NH,Canterbury,905,629
NH,Carroll,274,226
NH,CenterHarbor,308,406
NH,Charlestown,1365,856
NH,Chatham,105,110
NH,Chester,1082,1622
NH,Chesterfield,1251,911
NH,Chichester,731,784
NH,Claremont,3352,2147
NH,Clarksville,72,83
NH,Colebrook,472,506
NH,Columbia,155,183
NH,Concord,14097,7252
NH,Conway,2982,2144
NH,Cornish,635,395
NH,Croydon,196,233
NH,Dalton,241,240
NH,Danbury,307,313
NH,Danville,983,1356
NH,Deerfield,1133,1485
NH,Deering,508,505
NH,Derry,7573,8309
NH,Dixville,5,5
NH,Dorchester,92,97
NH,Dover,9724,6162
NH,Dublin,671,375
NH,Dummer,84,79
NH,Dunbarton,794,958
NH,Durham,5074,2217
NH,EastKingston,592,916
NH,Easton,122,63
NH,Eaton,163,119
NH,Effingham,380,393
NH,Ellsworth,32,19
NH,Enfield,1542,843
NH,Epping,1793,1697
NH,Epsom,1195,1333
NH,Errol,81,96
NH,Exeter,5194,3614
NH,Farmington,1545,1429
NH,Fitzwilliam,753,550
NH,Francestown,538,449
NH,Franconia,479,276
NH,Franklin,2059,1570
NH,Freedom,438,478
NH,Fremont,1039,1380
NH,Gilford,2133,2448
NH,Gilmanton,1013,1151
NH,Gilsum,231,192
NH,Goffstown,4231,4856
NH,Gorham,1020,524
NH,Goshen,227,202
NH,Grafton,339,315
NH,Grantham,1144,831
NH,Greenfield,461,394
NH,Greenland,1355,1159
NH,Greenville,509,424
NH,Groton,139,155
NH,Hampstead,2012,3217
NH,Hampton,4843,4742
NH,HamptonFalls,548,917
NH,Hancock,738,465
NH,Hanover,5469,1727
NH,Harrisville,478,208
NH,HartsLocation,23,9
NH,Haverhill,974,975
NH,Hebron,171,222
NH,Henniker,1515,1009
NH,Hill,286,267
NH,Hillsborough,1490,1213
NH,Hinsdale,1227,504
NH,Holderness,755,547
NH,Hollis,2289,2785
NH,Hooksett,3319,3968
NH,Hopkinton,2264,1471
NH,Hudson,5451,5174
NH,Jackson,423,259
NH,Jaffrey,1538,1235
NH,Jefferson,274,311
NH,Keene,8667,3592
NH,Kensington,587,739
NH,Kingston,1518,1854
NH,Laconia,3932,3856
NH,Lancaster,864,742
NH,Landaff,133,109
NH,Langdon,223,164
NH,Lebanon,4772,2060
NH,Lee,1621,921
NH,Lempster,294,316
NH,Lincoln,446,337
NH,Lisbon,386,322
NH,Litchfield,1956,2703
NH,Littleton,1566,1293
NH,Londonderry,5660,7295
NH,Loudon,1414,1546
NH,Lyman,161,140
NH,Lyme,932,274
NH,Lyndeborough,535,480
NH,Madbury,673,466
NH,Madison,793,596
NH,Manchester,25676,20809
NH,Marlborough,801,348
NH,Marlow,262,154
NH,Mason,331,476
NH,Meredith,1853,2088
NH,Merrimack,6797,7678
NH,Middleton,416,439
NH,Milan,435,283
NH,Milford,3940,3773
NH,Millsfield,5,16
NH,Milton,1104,1124
NH,Monroe,216,267
NH,MontVernon,691,775
NH,Moultonborough,1204,1822
NH,Nashua,23213,17506
NH,Nelson,295,150
NH,NewBoston,1399,1736
NH,Newbury,664,680
NH,NewCastle,396,419
NH,NewDurham,699,889
NH,Newfields,564,521
NH,NewHampton,646,636
NH,Newington,262,298
NH,NewIpswich,819,1688
NH,NewLondon,1737,1384
NH,Newmarket,3230,1893
NH,Newport,1448,1310
NH,Newton,1104,1395
NH,Northfield,1242,1013
NH,NorthHampton,1462,1558
NH,Northumberland,621,366
NH,Northwood,1198,1189
NH,Nottingham,1364,1379
NH,Orange,107,72
NH,Orford,455,239
NH,Ossipee,961,1142
NH,Pelham,2870,4184
NH,Pembroke,2102,1729
NH,Peterborough,2479,1309
NH,Piermont,255,161
NH,Pittsburg,180,317
NH,Pittsfield,959,936
NH,Plainfield,976,457
NH,Plaistow,1709,2387
NH,Plymouth,2313,1111
NH,Portsmouth,8828,4088
NH,Randolph,172,77
NH,Raymond,2289,2632
NH,Richmond,330,325
NH,Rindge,1410,1716
NH,Rochester,7493,6816
NH,Rollinsford,837,680
NH,Roxbury,110,41
NH,Rumney,411,438
NH,Rye,1930,1873
NH,Salem,6026,8285
NH,Salisbury,400,387
NH,Sanbornton,888,913
NH,Sandown,1298,1922
NH,Sandwich,609,403
NH,Seabrook,2030,2211
NH,Sharon,162,91
NH,Shelburne,139,118
